place_id,name,address,primary_type,primary_type_display,all_types,latitude,longitude,business_status,rating,user_rating_count,price_level,accepts_credit_cards,accepts_debit_cards,accepts_cash_only,accepts_nfc,search_location,search_category,search_query,collected_at
ChIJlWND7luLGGARN97mFSRqCOM,ファミリーマート 渋谷明治通り店,日本、〒150-0002 東京都渋谷区渋谷３丁目１２−２２ ファミリーマート 内,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.656378,139.7056701,OPERATIONAL,3.8,52,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181208
ChIJXVCLNKiMGGARorOstUhCAgk,ファミリーマート 渋谷１０９前店,日本、〒150-0042 東京都渋谷区宇田川町２６−４ 1F,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6599153,139.698848,OPERATIONAL,3,49,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181259
ChIJDcNMkluLGGARxsmX07htp1E,ローソン 渋谷三丁目明治通り店,日本、〒150-0002 東京都渋谷区渋谷３丁目１５−３,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6557854,139.7056762,OPERATIONAL,3.6,29,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181271
ChIJDbBw8KeMGGARLD_t9-jeZiY,ファミリーマート 渋谷一丁目店,日本、〒150-0002 東京都渋谷区渋谷１丁目２４−６ マトリクス・ツービル １F,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.660787,139.7020506,OPERATIONAL,3,63,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181280
ChIJIVsofFmLGGARJQeNnvVxCnc,ファミリーマート 渋谷三丁目店,日本、〒150-0002 東京都渋谷区渋谷３丁目１７−２,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.656749399999995,139.7042442,OPERATIONAL,3.3,47,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181289
ChIJy1iBgVeLGGARGz2NG2eQKOs,ファミリーマート 渋谷宇田川交番前店,日本、〒150-0042 東京都渋谷区宇田川町３２−１５,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6609711,139.69786299999998,OPERATIONAL,3.1,79,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181298
ChIJ9-wloluLGGARA2XgONaPlyM,ファミリーマート 渋谷ガーデンフロント店,日本、〒150-0002 東京都渋谷区渋谷３丁目２６−３ Nbf渋谷ガーデンフロント,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6549937,139.70505670000003,OPERATIONAL,3.2,59,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181305
ChIJkQhjAKqMGGARt6U_nSNAIQE,ファミリーマート 道玄坂中央店,日本、〒150-0043 東京都渋谷区道玄坂２丁目１１−１ JMFビル渋谷03,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6578526,139.69616299999998,OPERATIONAL,3.6,66,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181314
ChIJM9y7bFmLGGARiq1BR085Tas,セブン-イレブン 渋谷３丁目六本木通り店,日本、〒150-0002 東京都渋谷区渋谷３丁目６−１ イースト渋谷ビル １Ｆ,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.657947,139.7047806,OPERATIONAL,2.6,47,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181320
ChIJkS93iFuLGGARVRK0VCutt8o,セブン-イレブン 渋谷３丁目明治通り店,日本、〒150-0002 東京都渋谷区渋谷３丁目１３−５,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.655708499999996,139.7063246,OPERATIONAL,3.6,62,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181327
ChIJNZc4DFmLGGAR9Br9p6HoNi4,ファミリーマート 渋谷警察東店,日本、〒150-0002 東京都渋谷区渋谷３丁目６−３ 清水ビル,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6579462,139.7051038,OPERATIONAL,2.4,50,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181334
ChIJtwy8iViLGGARP2YpNcsmzmE,ローソン ＪＰローソン渋谷郵便局店,日本、〒150-0002 東京都渋谷区渋谷１丁目１２−１３,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6599591,139.7041812,OPERATIONAL,3.2,58,,True,False,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181341
ChIJtSE_EFeLGGARl7yfbZjpt3s,セブン-イレブン 渋谷セルリアンタワー店,日本、〒150-0031 東京都渋谷区桜丘町２６−１,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6565448,139.69954529999998,OPERATIONAL,3.5,48,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181348
ChIJ91xYdFmLGGARvsfzwrAi95A,ローソン 渋谷警察署南店,日本、〒150-0002 東京都渋谷区渋谷３丁目８−１２,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.657535599999996,139.7041331,OPERATIONAL,3.7,52,,True,,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181356
ChIJYRxYqVeLGGARtR2aUE32zzs,セブン-イレブン 渋谷道玄坂１丁目店,日本、〒150-0043 東京都渋谷区道玄坂１丁目１０−５,convenience_store,コンビニエンスストア,convenience_store|atm|food_store|finance|food|store|point_of_interest|establishment,35.657046699999995,139.69908519999998,OPERATIONAL,3.3,40,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181363
ChIJtzPOLF-LGGAR8j7EVciQ7cg,セブン-イレブン 渋谷金王坂上店,日本、〒150-0002 東京都渋谷区渋谷２丁目１０−１３,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6601761,139.70642239999998,OPERATIONAL,4,40,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181370
ChIJNeExZVeLGGAR4eG6UwaBCfY,ファミリーマート 渋谷桜丘町店,日本、〒150-0031 東京都渋谷区桜丘町２４−１,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6569532,139.7008356,OPERATIONAL,3,82,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181377
ChIJncFP-VmLGGARtFLd14pqnC8,ファミリーマート 道玄坂二丁目店,日本、〒150-0043 東京都渋谷区道玄坂２丁目６−１５,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6591089,139.6984721,OPERATIONAL,2.5,39,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181385
ChIJ0zRVQliLGGARhU4X_NcoL-I,ファミリーマート 宮益坂下店,日本、〒150-0002 東京都渋谷区渋谷２丁目２０−１１ 小寺ビル １Ｆ,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.659518399999996,139.7030266,OPERATIONAL,3.1,50,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181394
ChIJNc3BwV6LGGARxUTVC5lb9T0,セブン-イレブン 渋谷２丁目店,日本、〒150-0002 東京都渋谷区渋谷２丁目１−１ １階,convenience_store,コンビニエンスストア,convenience_store|food_store|food|store|point_of_interest|establishment,35.6613071,139.70817839999998,OPERATIONAL,3.9,35,,True,True,False,True,Tokyo_Shibuya,convenience_store,コンビニ,2026-03-16T17:51:47.181401
ChIJOcDToVWLGGARV0Oxfb5EtjQ,マルエツ プチ 渋谷神泉店,日本、〒150-0044 東京都渋谷区円山町２６−７ Tkフラッツ渋谷,grocery_store,スーパーマーケット,grocery_store|market|food_store|store|food|point_of_interest|establishment,35.655788,139.6939692,OPERATIONAL,3.8,334,,False,False,False,False,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015039
ChIJ1Tejk1yLGGAR7D26YmPNP7M,ライフ渋谷東店,日本、〒150-0011 東京都渋谷区東１丁目２６−２２,grocery_store,スーパーマーケット,grocery_store|food_store|store|food|point_of_interest|establishment,35.6548227,139.7075616,OPERATIONAL,3.9,1292,,True,True,False,False,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015082
ChIJj5YllUCLGGARi0q5cHpEBrI,ピーコックストア 恵比寿南店,日本、〒150-0022 東京都渋谷区恵比寿南２丁目３−３ １０１,grocery_store,スーパーマーケット,grocery_store|food_store|store|food|point_of_interest|establishment,35.6453677,139.707889,OPERATIONAL,3.5,382,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015093
ChIJJWy_GFiLGGARit2CUty_Zi8,渋谷 東急フードショー,日本、〒150-0043 東京都渋谷区道玄坂１丁目１２−１ 渋谷マークシティ 1階・ 地下1階／し ぶちか,supermarket,スーパーマーケット,supermarket|dessert_shop|deli|confectionery|meal_takeaway|grocery_store|bakery|food_store|store|restaurant|food|point_of_interest|establishment,35.6581085,139.6986263,OPERATIONAL,4,1348,PRICE_LEVEL_MODERATE,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015102
ChIJu9Xv1myLGGARRAQPieSXFS0,リコス 広尾5丁目店,日本、〒150-0012 東京都渋谷区広尾５丁目１−３２,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.649128499999996,139.7190223,OPERATIONAL,3.6,117,,True,,False,,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015112
ChIJDRoVqPKLGGARbYTB1ZaAg-c,KINOKUNIYA 渋谷スクランブルスクエア店,日本、〒150-0002 東京都渋谷区渋谷２丁目２４−１２ スクランブルスクエア 地下 １階,grocery_store,スーパーマーケット,grocery_store|supermarket|food_store|store|food|point_of_interest|establishment,35.658450699999996,139.7022366,OPERATIONAL,3.8,216,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015121
ChIJC_8bWDvzGGARuXRllJPifVE,ダイエー 幡ヶ谷店,日本、〒151-0072 東京都渋谷区幡ケ谷１丁目３−１,supermarket,スーパーマーケット,supermarket|liquor_store|market|deli|grocery_store|food_store|store|food|point_of_interest|establishment,35.676912,139.67640219999998,OPERATIONAL,3.6,644,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015132
ChIJ-7TVzkzzGGARd1B0LoI3TzU,成城石井 富ヶ谷店,日本、〒151-0063 東京都渋谷区富ケ谷１丁目９−１６ 代々木コーポ 1F,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.6680264,139.69069869999998,OPERATIONAL,4,198,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015140
ChIJld7os6eMGGARLoCPVFfiwh4,東急ストアフードステーション 渋谷キャスト店,日本、〒150-0002 東京都渋谷区渋谷１丁目２３−２１ 渋谷キャスト １F,grocery_store,スーパーマーケット,grocery_store|deli|food_store|store|food|point_of_interest|establishment,35.6627259,139.7030081,OPERATIONAL,3.8,249,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015148
ChIJLcQt9l-LGGARS9syRUPgriQ,紀ノ国屋インターナショナル,日本、〒107-0061 東京都港区北青山３丁目１１−７ AOビル B1F‎,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.6638119,139.7106551,OPERATIONAL,4.1,678,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015156
ChIJlegocgCLGGARUJqsFVoenVo,東急ストア 渋谷サクラステージ店,日本、〒150-0031 東京都渋谷区桜丘町１−４ 渋谷サクラステージ SHIBUYAサイド 2F,grocery_store,スーパーマーケット,grocery_store|food_store|store|food|point_of_interest|establishment,35.65712,139.7019657,OPERATIONAL,4,52,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015164
ChIJgZEbRsVhGGARNrJSDd5Rv3g,明治屋 渋谷ストアー,日本、〒150-0002 東京都渋谷区渋谷２丁目２１−１ ヒカリエ ShinQs 地下 3階,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.6589662,139.7037272,OPERATIONAL,3.7,67,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015172
ChIJl4OITrL0GGARCWqXESPvHDw,スーパーマーケット リコス 上目黒５丁目店,日本、〒153-0051 東京都目黒区上目黒５丁目１７−１７ 上目黒ハイム,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.6434037,139.68777559999998,OPERATIONAL,3.5,82,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015180
ChIJR1NgUIaLGGAR67vAhwWtDEY,北野エース 渋谷東急フードショー店,日本、〒150-0043 東京都渋谷区道玄坂１丁目１２−１ 渋谷マークシティ B1階,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.6585281,139.699409,OPERATIONAL,4,49,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015189
ChIJtaasd1qLGGAR0EBgjU-huXQ,マルエツ プチ 渋谷鶯谷町店,日本、〒150-0032 東京都渋谷区鶯谷町７−９,grocery_store,スーパーマーケット,grocery_store|market|food_store|store|food|point_of_interest|establishment,35.6540269,139.70142859999999,OPERATIONAL,3.4,111,,False,False,False,False,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015197
ChIJiXDaWviLGGAR01JxlQJ1Vkk,サミットストア 代官山鉢山町店,日本、〒150-0035 東京都渋谷区鉢山町１３−１８,grocery_store,スーパーマーケット,grocery_store|food_store|store|food|point_of_interest|establishment,35.6517761,139.6960038,OPERATIONAL,3.9,123,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015206
ChIJ54IJ79GLGGARYUkpgWiwdIM,成城石井 SELECT 渋谷 東急フードショー店,日本、〒150-0043 東京都渋谷区道玄坂１丁目１２−１ 渋谷マークシティB1F※まとめ買いの適用はございません,supermarket,スーパーマーケット,supermarket|grocery_store|food_store|store|food|point_of_interest|establishment,35.658167999999996,139.6986262,OPERATIONAL,3.8,82,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015214
ChIJGYLCWizzGGARuAFx6yqd4nY,マルエツ プチ 西新宿三丁目店,日本、〒160-0023 東京都新宿区西新宿３丁目１３−１１,grocery_store,スーパーマーケット,grocery_store|market|food_store|store|food|point_of_interest|establishment,35.6851067,139.688005,OPERATIONAL,3.6,357,,False,False,False,False,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015222
ChIJp21FCkWLGGARJQW00TKMlwc,ピーコックストア 代官山店,日本、〒150-0034 東京都渋谷区代官山町３丁目１７−６ アドレス・ディセ 1F,grocery_store,スーパーマーケット,grocery_store|food_store|store|food|point_of_interest|establishment,35.6490027,139.7031844,OPERATIONAL,3.7,253,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015230
ChIJwe5RSCSLGGARYoV3BLTW5_Y,AKOMEYA TOKYO 東急プラザ渋谷,日本、〒150-0043 東京都渋谷区道玄坂１丁目２−３ 東急プラザ渋谷 ２階,store,店舗,gift_shop|grocery_store|food_store|store|food|point_of_interest|establishment,35.6576545,139.7003114,OPERATIONAL,4,107,,True,True,False,True,Tokyo_Shibuya,supermarket,スーパーマーケット,2026-03-16T17:51:48.015238
ChIJMaiNK1iLGGARbdvaXAKpkj4,渋谷２丁目２４,日本、〒150-0002 東京都渋谷区渋谷２丁目２４−２４,,,street_address,35.6580339,139.7016358,,,,,,,,,Tokyo_Shibuya,drugstore,ドラッグストア,2026-03-16T17:51:48.572129
ChIJe9zUmFmLGGARHfovh4p-GrE,山本のハンバーグ 渋谷食堂,日本、〒150-0002 東京都渋谷区渋谷３丁目６−１８ 1F,western_restaurant,洋食レストラン,western_restaurant|restaurant|food|point_of_interest|establishment,35.6575789,139.7048184,OPERATIONAL,4.4,1706,PRICE_LEVEL_MODERATE,False,False,False,False,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433645
ChIJtwyMq6uMGGARS9gpLPzskoM,WE ARE THE FARM 渋谷,日本、〒150-0046 東京都渋谷区松濤１丁目２８−１１ Pigeon 髙田ビル 1F,restaurant,レストラン,western_restaurant|steak_house|hot_pot_restaurant|salad_shop|vegetarian_restaurant|italian_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,35.6595467,139.69398769999998,OPERATIONAL,4.6,1750,PRICE_LEVEL_MODERATE,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433682
ChIJ17oj3dmNGGAR-_WJI8cFj1Y,TOMBOY 渋谷106｜ランチ ディナー｜歓迎会 送迎会 宴会,日本、〒150-0043 東京都渋谷区道玄坂２丁目６−１７ 渋東シネタワ B2,japanese_restaurant,和食店,japanese_izakaya_restaurant|banquet_hall|thai_restaurant|brunch_restaurant|meal_takeaway|cafe|indian_restaurant|japanese_curry_restaurant|japanese_restaurant|event_venue|restaurant|food|point_of_interest|establishment,35.65905540000001,139.6989441,OPERATIONAL,4.7,2439,PRICE_LEVEL_INEXPENSIVE,True,False,False,False,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433691
ChIJdTcrb6mMGGARlX-o_Pzh344,HIDE OUT 渋谷,日本、〒150-0042 東京都渋谷区宇田川町３５−４ 渋谷 オーク・ヴィレッジ B1F,burrito_restaurant,ブリトー レストラン,burrito_restaurant|vegan_restaurant|vegetarian_restaurant|bar|event_venue|restaurant|food|point_of_interest|establishment,35.661397699999995,139.6970874,OPERATIONAL,4,147,PRICE_LEVEL_MODERATE,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433699
ChIJgzpnLVCLGGARSJNqhxqG27U,CÉ LA VI TOKYO,日本、〒150-0043 東京都渋谷区道玄坂１丁目２−３ 東急プラザ渋谷17階 ＆18階,restaurant,レストラン,restaurant|beer_garden|western_restaurant|fine_dining_restaurant|barbecue_restaurant|observation_deck|night_club|bar|food|point_of_interest|establishment,35.657427,139.7001263,OPERATIONAL,4.2,2762,PRICE_LEVEL_EXPENSIVE,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433707
ChIJZfR-K6qMGGARvqyoT05sp5k,ICON アイコン,日本、〒150-0043 東京都渋谷区道玄坂２丁目２３−１２ ３Ｆ,japanese_restaurant,和食店,japanese_restaurant|restaurant|food|point_of_interest|establishment,35.6599597,139.6959637,OPERATIONAL,3.8,98,PRICE_LEVEL_MODERATE,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433714
ChIJ195EcKyNGGARh7-7nvcdBxk,サイゼリヤ 渋谷ハンズ前店,"ﾋﾞﾚｯｼﾞ 802F, ３９-2 宇田川町 渋谷区 東京都 150-0042 日本",family_restaurant,ファミリー レストラン,family_restaurant|italian_restaurant|restaurant|food|point_of_interest|establishment,35.662258,139.69682,OPERATIONAL,3.8,1479,PRICE_LEVEL_INEXPENSIVE,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433721
ChIJud6uAauMGGARh-xKe6jo2Eg,Arossa 渋谷,日本、〒150-0046 東京都渋谷区松濤１丁目２６−２２,restaurant,レストラン,restaurant|western_restaurant|bar_and_grill|australian_restaurant|wine_bar|japanese_restaurant|bar|food|point_of_interest|establishment,35.6592999,139.69349409999998,OPERATIONAL,4.6,325,PRICE_LEVEL_MODERATE,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433731
ChIJqZWNOKiMGGARlTDMmIRrJhQ,渋谷食堂 ヴェントゥーノ トーキョー,日本、〒150-0042 東京都渋谷区宇田川町２４−１ 高木ビル Ｂ１Ｆ,bistro,ビストロ,bistro|western_restaurant|italian_restaurant|french_restaurant|restaurant|food|point_of_interest|establishment,35.6603582,139.6996333,OPERATIONAL,4,375,,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433739
ChIJE9ksJVyLGGAR6ZS9I8WplW0,TOKYO FAMILY RESTAURANT,日本、〒150-0011 東京都渋谷区東１丁目３−１ カミニート２０ ３F,restaurant,レストラン,restaurant|food|point_of_interest|establishment,35.6576142,139.70823919999998,OPERATIONAL,4.3,189,PRICE_LEVEL_MODERATE,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433746
ChIJD6uIusCLGGAR4PCqilgvGdY,シュラスコレストランALEGRIA shibuya （アレグリア渋谷）,日本、〒150-0002 東京都渋谷区渋谷３丁目２７−５ 東急ステイ渋谷新南口別館１F,restaurant,レストラン,restaurant|beer_garden|brazilian_restaurant|buffet_restaurant|yakiniku_restaurant|japanese_restaurant|bar|food|point_of_interest|establishment,35.65576180000001,139.70497269999998,OPERATIONAL,4.5,1113,PRICE_LEVEL_MODERATE,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433754
ChIJ352cvgyLGGARcS_f4zWCTHc,ハラペコステーキ 渋谷店,日本、〒150-0043 東京都渋谷区道玄坂１丁目１８−６ 秀峰ビル 1-2階,steak_house,ステーキハウス,steak_house|japanese_izakaya_restaurant|western_restaurant|bar_and_grill|dessert_restaurant|japanese_restaurant|bar|restaurant|food|point_of_interest|establishment,35.6572698,139.6965419,OPERATIONAL,3.6,174,,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433761
ChIJsdwdZBiNGGARhX_johrQbyg,New light,"日本、〒150-0001 東京都渋谷区神宮前６丁目２０−１０ MIYASHITA PARK North, 3F 301",restaurant,レストラン,restaurant|bar_and_grill|meal_delivery|food_delivery|meal_takeaway|cafe|italian_restaurant|bar|food|point_of_interest|establishment,35.6622585,139.70190159999999,OPERATIONAL,4,514,,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433773
ChIJA2hB1leLGGARWelbAbjwW84,スパゲッティーのパンチョ渋谷店,日本、〒150-0043 東京都渋谷区道玄坂２丁目６−２ 渋谷Ksビル B1F 藤山恒産,restaurant,レストラン,restaurant|western_restaurant|snack_bar|meal_takeaway|noodle_shop|italian_restaurant|japanese_restaurant|family_restaurant|food|point_of_interest|establishment,35.659169399999996,139.699195,OPERATIONAL,4.1,1746,PRICE_LEVEL_INEXPENSIVE,True,False,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433780
ChIJZ5g2A1aLGGARzMxlafjZAsM,De Salita 渋谷,日本、〒150-0043 東京都渋谷区道玄坂２丁目３−１ 渋谷駅前ビル B1F,italian_restaurant,イタリア料理店,italian_restaurant|japanese_izakaya_restaurant|bistro|pizza_restaurant|banquet_hall|japanese_restaurant|event_venue|restaurant|food|point_of_interest|establishment,35.6593136,139.69990679999998,OPERATIONAL,4,628,PRICE_LEVEL_MODERATE,True,False,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433787
ChIJBwm1MaiMGGARBqX2tt2wMII,KICHIRI 渋谷,日本、〒150-0042 東京都渋谷区宇田川町２３−５ dougennzaka ５F,japanese_izakaya_restaurant,居酒屋,japanese_izakaya_restaurant|bar_and_grill|banquet_hall|japanese_restaurant|bar|event_venue|restaurant|food|point_of_interest|establishment,35.6598715,139.69931420000003,OPERATIONAL,4.4,1011,PRICE_LEVEL_MODERATE,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433794
ChIJ25QMB_mNGGARVlbp10ZJIg0,Cucina Diesel Farm,日本、〒150-0002 東京都渋谷区渋谷１丁目２３−１６,restaurant,レストラン,restaurant|italian_restaurant|food|point_of_interest|establishment,35.6620432,139.702579,OPERATIONAL,4.4,127,,True,False,False,False,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433801
ChIJR3ozlTKNGGARHewitGHLMFQ,Local Shibuya Restaurant,日本、〒150-0043 東京都渋谷区道玄坂２丁目２８−２ ＧＭビル 2F,restaurant,レストラン,japanese_izakaya_restaurant|asian_restaurant|barbecue_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,35.6591348,139.6976286,OPERATIONAL,4.5,843,,True,True,False,True,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433807
ChIJ0bWIS2WNGGARnLsKQXmDvTo,BALCONE SHIBUYA,日本、〒150-0042 東京都渋谷区宇田川町１０−３ VORT渋谷Ⅱ 9F,italian_restaurant,イタリア料理店,italian_restaurant|wine_bar|bar|restaurant|food|point_of_interest|establishment,35.6628541,139.69692089999998,OPERATIONAL,4.5,147,,True,True,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433814
ChIJeVHBuqmMGGARjYqxa4QpUu8,シノワ 渋谷店,日本、〒150-0042 東京都渋谷区宇田川町２８−３ 8F,wine_bar,ワインバー,wine_bar|french_restaurant|bar|restaurant|food|point_of_interest|establishment,35.6602721,139.69817899999998,OPERATIONAL,4.4,275,PRICE_LEVEL_EXPENSIVE,True,,False,,Tokyo_Shibuya,restaurant,レストラン,2026-03-16T17:51:49.433821
ChIJjfB0FACNGGARXcWBZR5DdI4,ラーメンまこと屋 渋谷センター街本店,日本、〒150-0042 東京都渋谷区宇田川町３３−１０ J+RサイドJビル １階,ramen_restaurant,ラーメン屋,ramen_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,35.6609912,139.6967015,OPERATIONAL,4.6,828,PRICE_LEVEL_MODERATE,True,True,False,True,Tokyo_Shibuya,ramen_restaurant,ラーメン,2026-03-16T17:51:50.352733
ChIJvYyYvR6LGGARNIgSKDS__z8,つじ田 渋谷フクラス店,日本、〒150-0043 東京都渋谷区道玄坂１丁目２−３ 渋谷フクラス 1F,ramen_restaurant,ラーメン屋,ramen_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,35.6576678,139.7000966,OPERATIONAL,4.4,1636,PRICE_LEVEL_MODERATE,False,False,False,True,Tokyo_Shibuya,ramen_restaurant,ラーメン,2026-03-16T17:51:50.352761
ChIJ2ShDeFmLGGARoKtg8A32N6M,東京油組総本店 渋谷組,日本、〒150-0002 東京都渋谷区渋谷３丁目１８−１０ 大野ビル 二号館,ramen_restaurant,ラーメン屋,ramen_restaurant|japanese_restaurant|meal_takeaway|restaurant|food|point_of_interest|establishment,35.656977000000005,139.7039981,OPERATIONAL,4.2,1030,PRICE_LEVEL_MODERATE,False,,False,,Tokyo_Shibuya,ramen_restaurant,ラーメン,2026-03-16T17:51:50.352768
